artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,mean_pairwise_distance,max_pairwise_distance,pair_count
branch_diversity,ENZYMES,Plain,GCNConv,0,B3,identity,20260506_220147,0.2983956088622411,0.36243292689323425,3
branch_diversity,ENZYMES,Plain,GCNConv,0,B3,identity,20260506_223546,0.34112998843193054,0.37839001417160034,3
branch_diversity,ENZYMES,Plain,GCNConv,1,B3,identity,20260506_223611,2.134157578150431,2.6349568367004395,3
branch_diversity,ENZYMES,Plain,GCNConv,2,B3,identity,20260506_223636,1.7885542313257854,2.286447048187256,3
branch_diversity,ENZYMES,Plain,GCNConv,3,B3,identity,20260506_223642,2.789018233617147,3.025487184524536,3
branch_diversity,ENZYMES,Plain,GCNConv,4,B3,identity,20260506_223630,2.009531259536743,2.4092366695404053,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,0,B3,identity,20260506_220153,0.9244590401649475,1.0110628604888916,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,0,B3,identity,20260506_223644,0.9244590202967325,1.0110628604888916,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,1,B3,identity,20260506_223655,2.0285143852233887,2.118851661682129,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,2,B3,identity,20260506_223713,1.3358275095621746,1.4933335781097412,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,3,B3,identity,20260506_223725,2.027857263882955,2.5965778827667236,3
branch_diversity,ENZYMES,VerticalRes,GCNConv,4,B3,identity,20260506_223716,1.8753019571304321,1.9416455030441284,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B1,identity,20260507_075815,0.0,0.0,0
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B2,identity,20260507_075937,0.2406240850687027,0.2406240850687027,1
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260506_220101,0.5193656583627065,0.6376182436943054,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260506_221921,0.9784160256385803,1.1882104873657227,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260507_080101,0.9991867343584696,1.205348014831543,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B4,identity,20260507_080459,1.2763392229874928,1.8971439599990845,6
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B5,identity,20260507_080928,1.3372137665748596,2.2007153034210205,10
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B6,identity,20260507_081527,1.1911092797915142,1.6470777988433838,15
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B7,identity,20260507_082054,1.4342557276998247,2.3610408306121826,21
branch_diversity,PROTEINS,HorizontalRes,GCNConv,0,B8,identity,20260507_082958,1.780128296996866,3.1074583530426025,28
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B1,identity,20260507_075823,0.0,0.0,0
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B2,identity,20260507_075956,0.2313404232263565,0.2313404232263565,1
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B3,identity,20260506_221942,0.6859226624170939,0.796923041343689,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B3,identity,20260507_080159,0.6474949022134145,0.7528652548789978,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B4,identity,20260507_080521,1.0630295475323994,1.4082458019256592,6
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B5,identity,20260507_080959,1.2208698749542237,1.9187325239181519,10
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B6,identity,20260507_081602,1.3852132916450501,1.9567214250564575,15
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B7,identity,20260507_082355,1.6574869326182775,2.780414342880249,21
branch_diversity,PROTEINS,HorizontalRes,GCNConv,1,B8,identity,20260507_083026,1.3749542853661947,2.278536796569824,28
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B1,identity,20260507_075823,0.0,0.0,0
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B2,identity,20260507_075925,0.21399086713790894,0.21399086713790894,1
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B3,identity,20260506_221939,0.7466246088345846,0.8895843625068665,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B3,identity,20260507_080133,0.7742027441660563,0.9336941838264465,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B4,identity,20260507_080434,1.0759976506233215,1.3592288494110107,6
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B5,identity,20260507_080908,1.0216526687145233,1.5055774450302124,10
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B6,identity,20260507_081438,1.299628249804179,1.8071215152740479,15
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B7,identity,20260507_082132,1.4229154700324649,2.356138229370117,21
branch_diversity,PROTEINS,HorizontalRes,GCNConv,2,B8,identity,20260507_082750,1.4545620552131109,2.080087661743164,28
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B1,identity,20260507_075842,0.0,0.0,0
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B2,identity,20260507_080005,0.21181559562683105,0.21181559562683105,1
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B3,identity,20260506_221946,0.939393142859141,1.1702208518981934,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B3,identity,20260507_080205,0.9487361113230387,1.17256760597229,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B4,identity,20260507_080632,1.160367747147878,1.590588092803955,6
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B5,identity,20260507_081128,1.149174976348877,1.6926829814910889,10
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B6,identity,20260507_081811,1.4862985968589784,2.019299030303955,15
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B7,identity,20260507_082431,1.5669700985863095,2.426659107208252,21
branch_diversity,PROTEINS,HorizontalRes,GCNConv,3,B8,identity,20260507_083143,1.4327603802084923,2.387622833251953,28
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B1,identity,20260507_075844,0.0,0.0,0
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B2,identity,20260507_080009,0.2076409012079239,0.2076409012079239,1
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B3,identity,20260506_222002,0.7142059405644735,0.8279812335968018,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B3,identity,20260507_080231,0.7348552743593851,0.8536450266838074,3
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B4,identity,20260507_080621,1.1491223375002544,1.5762470960617065,6
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B5,identity,20260507_081113,1.3348974466323853,1.8758481740951538,10
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B6,identity,20260507_081740,1.7031044244766236,2.4379491806030273,15
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B7,identity,20260507_082332,1.223010227793739,1.612215280532837,21
branch_diversity,PROTEINS,HorizontalRes,GCNConv,4,B8,identity,20260507_083156,1.6783056110143661,2.6183602809906006,28
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B1,sparse,20260507_091732,0.0,0.0,0
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B2,sparse,20260507_092148,0.3960818946361542,0.3960818946361542,1
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260506_220105,3.3913166522979736,3.9651918411254883,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260506_222218,1.2632189989089966,1.3233749866485596,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080508,1.851413091023763,2.059788942337036,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080732,1.2524890502293904,1.3179126977920532,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080735,1.1855920553207397,1.2498979568481445,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080741,0.913190225760142,1.1031770706176758,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081000,1.8978616793950398,2.112745523452759,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081007,1.247137467066447,1.3117910623550415,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081014,0.9457254807154337,1.0175433158874512,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081237,0.745334525903066,0.7898210883140564,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081244,1.1699950695037842,1.3096562623977661,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081253,1.25495445728302,1.3085345029830933,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081510,1.3407226006189983,1.4478306770324707,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081524,2.042630751927694,2.3680520057678223,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081533,1.5994765758514404,1.7818535566329956,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081752,1.289303223292033,1.3615378141403198,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081805,1.1291511058807373,1.2079417705535889,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081814,1.1280550161997478,1.3845702409744263,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082035,1.2325188318888347,1.2541207075119019,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082048,1.247914433479309,1.3284244537353516,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082057,1.6188048124313354,1.8650761842727661,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_092516,1.2781010468800862,1.334160327911377,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B4,sparse,20260507_092906,2.0725013812383017,2.892017126083374,6
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B5,sparse,20260507_093625,1.8380217552185059,2.530423879623413,10
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B6,sparse,20260507_094310,2.4307249546051026,3.4538633823394775,15
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B7,sparse,20260507_095516,2.6922806728453863,4.129119396209717,21
branch_diversity,PROTEINS,MatrixResGated,GCNConv,0,B8,sparse,20260507_100244,2.5557398881231035,3.549083709716797,28
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B1,sparse,20260507_091839,0.0,0.0,0
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B2,sparse,20260507_092143,0.3859165608882904,0.3859165608882904,1
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260506_222231,1.4703160921732585,1.6036043167114258,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260507_092610,1.339644233385722,1.4945148229599,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B4,sparse,20260507_092943,1.9146415889263153,2.409106969833374,6
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B5,sparse,20260507_093636,1.9732044517993927,3.0429189205169678,10
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B6,sparse,20260507_094557,2.1595006863276165,3.1778650283813477,15
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B7,sparse,20260507_095442,2.6576163939067294,3.9450857639312744,21
branch_diversity,PROTEINS,MatrixResGated,GCNConv,1,B8,sparse,20260507_100451,2.7120581098965237,3.885803699493408,28
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B1,sparse,20260507_091922,0.0,0.0,0
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B2,sparse,20260507_092158,0.4101378321647644,0.4101378321647644,1
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260506_222245,1.4007879495620728,1.5153740644454956,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260507_092611,1.3896852334340413,1.513917326927185,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B4,sparse,20260507_093053,1.942334920167923,2.4584999084472656,6
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B5,sparse,20260507_093532,2.055866706371307,2.8839962482452393,10
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B6,sparse,20260507_094601,2.05382981300354,2.7607297897338867,15
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B7,sparse,20260507_095434,3.193248544420515,4.943906784057617,21
branch_diversity,PROTEINS,MatrixResGated,GCNConv,2,B8,sparse,20260507_100705,2.361580044031143,3.149773597717285,28
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B1,sparse,20260507_092001,0.0,0.0,0
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B2,sparse,20260507_092323,0.4050390422344208,0.4050390422344208,1
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260506_222301,1.412276307741801,1.5876617431640625,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260507_092711,1.345421314239502,1.544638991355896,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B4,sparse,20260507_093152,1.7292937437693279,2.175504207611084,6
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B5,sparse,20260507_094027,1.9907849192619325,2.69008207321167,10
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B6,sparse,20260507_094828,2.2256328503290814,3.155679225921631,15
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B7,sparse,20260507_100112,2.77720015957242,4.156378269195557,21
branch_diversity,PROTEINS,MatrixResGated,GCNConv,3,B8,sparse,20260507_100847,2.2289538042885915,3.3887126445770264,28
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B1,sparse,20260507_091950,0.0,0.0,0
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B2,sparse,20260507_092250,0.362264484167099,0.362264484167099,1
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260506_222306,1.4170023600260417,1.6521284580230713,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260507_092751,1.4244267145792644,1.6593044996261597,3
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B4,sparse,20260507_093147,2.0826524098714194,2.7857627868652344,6
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B5,sparse,20260507_093905,2.5567870140075684,4.006047248840332,10
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B6,sparse,20260507_094911,3.0428259929021197,4.587771892547607,15
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B7,sparse,20260507_095833,3.5021335624513172,5.363805770874023,21
branch_diversity,PROTEINS,MatrixResGated,GCNConv,4,B8,sparse,20260507_100813,4.819779068231583,7.143184185028076,28
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B1,identity,20260507_083105,0.0,0.0,0
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B2,identity,20260507_083422,0.2916366159915924,0.2916366159915924,1
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_220101,6.645567735036214,8.0178804397583,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_222106,2.02951987584432,2.3531086444854736,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075923,1.8574350277582805,2.1315195560455322,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075924,2.164905865987142,2.542602777481079,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080102,1.9540366729100545,2.3026387691497803,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080247,1.5779135624567668,1.8617451190948486,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080250,1.7855374415715535,1.9938206672668457,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080253,1.2258026599884033,1.3734924793243408,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080503,1.9754923184712727,2.252169370651245,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080515,2.005356192588806,2.248223304748535,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_083719,1.9868545134862263,2.2791688442230225,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B4,identity,20260507_084432,2.843696633974711,3.882962942123413,6
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B5,identity,20260507_084950,3.099298965930939,4.131872653961182,10
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B6,identity,20260507_085951,3.8803239981333415,5.879687786102295,15
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B7,identity,20260507_090742,4.647952409017654,7.227272033691406,21
branch_diversity,PROTEINS,MatrixRes,GCNConv,0,B8,identity,20260507_091235,4.202490610735757,6.502079963684082,28
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B1,identity,20260507_083150,0.0,0.0,0
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B2,identity,20260507_083416,0.30678582191467285,0.30678582191467285,1
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_214212,1.062380313873291,1.133800745010376,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_222107,2.1610743602116904,2.5101470947265625,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260507_083942,2.141899824142456,2.4286158084869385,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B4,identity,20260507_084525,2.644138296445211,3.7913944721221924,6
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B5,identity,20260507_085216,3.2297309160232546,4.5545125007629395,10
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B6,identity,20260507_090232,3.590243593851725,5.6920247077941895,15
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B7,identity,20260507_090809,4.298875593003773,7.008732318878174,21
branch_diversity,PROTEINS,MatrixRes,GCNConv,1,B8,identity,20260507_091459,4.271154740027019,6.399760723114014,28
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B1,identity,20260507_083232,0.0,0.0,0
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B2,identity,20260507_083404,0.3294467329978943,0.3294467329978943,1
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260506_222104,1.9317497809727986,2.3094446659088135,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260507_083830,2.1190630992253623,2.52401065826416,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B4,identity,20260507_084348,3.2868394255638123,4.286449432373047,6
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B5,identity,20260507_085115,3.2810932755470277,4.498509883880615,10
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B6,identity,20260507_090230,3.5049392620722455,5.171712875366211,15
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B7,identity,20260507_090804,5.066150426864624,8.310934066772461,21
branch_diversity,PROTEINS,MatrixRes,GCNConv,2,B8,identity,20260507_091657,3.1698545004640306,4.573502063751221,28
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B1,identity,20260507_083236,0.0,0.0,0
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B2,identity,20260507_083532,0.326437383890152,0.326437383890152,1
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260506_222145,2.412464658419291,2.762082576751709,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260507_083939,2.4078245162963867,2.758472442626953,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B4,identity,20260507_084730,2.895024220148722,3.9216463565826416,6
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B5,identity,20260507_085525,3.505269765853882,4.835545063018799,10
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B6,identity,20260507_090444,3.549186340967814,5.512329578399658,15
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B7,identity,20260507_091123,4.717216945829845,7.487674713134766,21
branch_diversity,PROTEINS,MatrixRes,GCNConv,3,B8,identity,20260507_092043,3.9217304374490465,5.639434337615967,28
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B1,identity,20260507_083227,0.0,0.0,0
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B2,identity,20260507_083520,0.2979188561439514,0.2979188561439514,1
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260506_222142,2.1833095947901406,2.731410026550293,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260507_084012,2.1832489172617593,2.7313477993011475,3
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B4,identity,20260507_084644,4.215048134326935,5.787287712097168,6
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B5,identity,20260507_085419,3.9634696006774903,5.763970851898193,10
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B6,identity,20260507_090504,4.352699136734008,6.957204818725586,15
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B7,identity,20260507_091019,5.525834537687755,7.924955368041992,21
branch_diversity,PROTEINS,MatrixRes,GCNConv,4,B8,identity,20260507_091919,4.27424960902759,6.6516852378845215,28
branch_diversity,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_220056,0.6761731505393982,0.7175924777984619,3
branch_diversity,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_221748,1.1738551060358684,1.3712447881698608,3
branch_diversity,PROTEINS,Plain,GCNConv,1,B3,identity,20260506_221803,1.0449924270311992,1.0937823057174683,3
branch_diversity,PROTEINS,Plain,GCNConv,2,B3,identity,20260506_221755,1.0068530042966206,1.0256959199905396,3
branch_diversity,PROTEINS,Plain,GCNConv,3,B3,identity,20260506_221806,1.2009503841400146,1.3090612888336182,3
branch_diversity,PROTEINS,Plain,GCNConv,4,B3,identity,20260506_221810,1.1609127124150593,1.3177921772003174,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_220057,1.2211435635884602,1.2495754957199097,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_221829,1.8501145044962566,1.9551732540130615,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,1,B3,identity,20260506_221850,1.5974332491556804,1.7760307788848877,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_220018,1.0561002492904663,1.1222350597381592,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_221844,1.71410075823466,1.7260695695877075,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,3,B3,identity,20260506_221851,2.1093873977661133,2.5124781131744385,3
branch_diversity,PROTEINS,VerticalRes,GCNConv,4,B3,identity,20260506_221901,1.7086657683054607,1.8299777507781982,3
