artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cka_branch,max_cka_branch,min_cka_branch
cka_branch,ENZYMES,Plain,GCNConv,0,B3,identity,20260506_220147,cka_branch,0.9318877657254537,1.0,0.884341835975647
cka_branch,ENZYMES,Plain,GCNConv,0,B3,identity,20260506_223546,cka_branch,0.9885740809970431,1.0,0.9775434136390686
cka_branch,ENZYMES,Plain,GCNConv,1,B3,identity,20260506_223611,cka_branch,0.5099315378401015,1.0,0.09598135203123093
cka_branch,ENZYMES,Plain,GCNConv,2,B3,identity,20260506_223636,cka_branch,0.5896298504538007,1.0,0.0717211365699768
cka_branch,ENZYMES,Plain,GCNConv,3,B3,identity,20260506_223642,cka_branch,0.6925052669313219,1.0,0.4521947503089905
cka_branch,ENZYMES,Plain,GCNConv,4,B3,identity,20260506_223630,cka_branch,0.7239715953667959,1.0000001192092896,0.3910754323005676
cka_branch,ENZYMES,VerticalRes,GCNConv,0,B3,identity,20260506_220153,cka_branch,0.9193281928698221,1.0,0.8211079835891724
cka_branch,ENZYMES,VerticalRes,GCNConv,0,B3,identity,20260506_223644,cka_branch,0.9193282988336351,1.000000238418579,0.8211080431938171
cka_branch,ENZYMES,VerticalRes,GCNConv,1,B3,identity,20260506_223655,cka_branch,0.6477694246504042,1.0,0.18084225058555603
cka_branch,ENZYMES,VerticalRes,GCNConv,2,B3,identity,20260506_223713,cka_branch,0.7490278283754984,1.0,0.3668965995311737
cka_branch,ENZYMES,VerticalRes,GCNConv,3,B3,identity,20260506_223725,cka_branch,0.9381345510482788,1.0,0.8254916071891785
cka_branch,ENZYMES,VerticalRes,GCNConv,4,B3,identity,20260506_223716,cka_branch,0.6896797749731276,1.0,0.202410489320755
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B1,identity,20260507_075815,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B2,identity,20260507_075937,cka_branch,0.9993638098239899,1.0,0.9987276196479797
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260506_220101,cka_branch,0.9900406201680502,1.0000001192092896,0.9726095795631409
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260506_221921,cka_branch,0.9691394567489624,1.0,0.9085258841514587
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B3,identity,20260507_080101,cka_branch,0.9680309693018595,1.0,0.9050013422966003
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B4,identity,20260507_080459,cka_branch,0.9626906663179398,1.0,0.8743503093719482
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B5,identity,20260507_080928,cka_branch,0.9538010096549988,1.000000238418579,0.8443909287452698
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B6,identity,20260507_081527,cka_branch,0.8441834814018674,1.0000001192092896,0.5512561798095703
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B7,identity,20260507_082054,cka_branch,0.9332307418998407,1.0,0.8302762508392334
cka_branch,PROTEINS,HorizontalRes,GCNConv,0,B8,identity,20260507_082958,cka_branch,0.8473132508806884,1.0000001192092896,0.372893750667572
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B1,identity,20260507_075823,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B2,identity,20260507_075956,cka_branch,0.9999962449073792,1.0,0.9999924898147583
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B3,identity,20260506_221942,cka_branch,0.9982293976677789,1.0,0.9947488903999329
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B3,identity,20260507_080159,cka_branch,0.9974697497155931,1.0,0.9924786686897278
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B4,identity,20260507_080521,cka_branch,0.9921183213591576,1.0,0.9745071530342102
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B5,identity,20260507_080959,cka_branch,0.7288646543025971,1.000000238418579,0.23467852175235748
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B6,identity,20260507_081602,cka_branch,0.9593239194817014,1.0,0.8510472178459167
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B7,identity,20260507_082355,cka_branch,0.9472602046265894,1.0000003576278687,0.8178924322128296
cka_branch,PROTEINS,HorizontalRes,GCNConv,1,B8,identity,20260507_083026,cka_branch,0.9777926057577133,1.0,0.9021080136299133
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B1,identity,20260507_075823,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B2,identity,20260507_075925,cka_branch,0.9999707341194153,1.0,0.9999414682388306
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B3,identity,20260506_221939,cka_branch,0.9992752340104845,1.0,0.9978755116462708
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B3,identity,20260507_080133,cka_branch,0.9995575613445706,1.0,0.9987619519233704
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B4,identity,20260507_080434,cka_branch,0.9719966650009155,1.0,0.9067191481590271
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B5,identity,20260507_080908,cka_branch,0.9317150378227234,1.0,0.7884292602539062
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B6,identity,20260507_081438,cka_branch,0.9775370409091314,1.0,0.9092734456062317
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B7,identity,20260507_082132,cka_branch,0.9793519353380009,1.0,0.9373220801353455
cka_branch,PROTEINS,HorizontalRes,GCNConv,2,B8,identity,20260507_082750,cka_branch,0.9509124038740993,1.0,0.7805967330932617
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B1,identity,20260507_075842,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B2,identity,20260507_080005,cka_branch,0.999233067035675,1.0,0.9984661340713501
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B3,identity,20260506_221946,cka_branch,0.995850596163008,1.0000001192092896,0.9878307580947876
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B3,identity,20260507_080205,cka_branch,0.9978224900033739,1.0,0.9937322735786438
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B4,identity,20260507_080632,cka_branch,0.9749660417437553,1.0,0.9174448847770691
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B5,identity,20260507_081128,cka_branch,0.9654723954200745,1.0,0.918246865272522
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B6,identity,20260507_081811,cka_branch,0.8945201949940788,1.0,0.7029992341995239
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B7,identity,20260507_082431,cka_branch,0.9046115218376627,1.000000238418579,0.6162848472595215
cka_branch,PROTEINS,HorizontalRes,GCNConv,3,B8,identity,20260507_083143,cka_branch,0.9254432832822204,1.000000238418579,0.7712560892105103
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B1,identity,20260507_075844,cka_branch,1.000000238418579,1.000000238418579,1.000000238418579
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B2,identity,20260507_080009,cka_branch,0.9998865127563477,1.000000238418579,0.9997729063034058
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B3,identity,20260506_222002,cka_branch,0.9983518852127923,1.0,0.9951759576797485
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B3,identity,20260507_080231,cka_branch,0.9987336330943637,1.000000238418579,0.9963359832763672
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B4,identity,20260507_080621,cka_branch,0.9965260177850723,1.0,0.9892603754997253
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B5,identity,20260507_081113,cka_branch,0.8497221159934998,1.000000238418579,0.5237292647361755
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B6,identity,20260507_081740,cka_branch,0.9567997985415988,1.0000001192092896,0.8740559816360474
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B7,identity,20260507_082332,cka_branch,0.9767800338414251,1.0,0.913759171962738
cka_branch,PROTEINS,HorizontalRes,GCNConv,4,B8,identity,20260507_083156,cka_branch,0.9480686644092202,1.0,0.8118261098861694
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B1,sparse,20260507_091732,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B2,sparse,20260507_092148,cka_branch,0.9999498724937439,1.0,0.9998996257781982
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260506_220105,cka_branch,0.9990473985671997,1.0,0.9973194599151611
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260506_222218,cka_branch,0.9992434051301744,1.0,0.9979300498962402
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080508,cka_branch,0.9997520844141642,1.0,0.9993686079978943
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080732,cka_branch,0.9989687071906196,1.0,0.9970492720603943
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080735,cka_branch,0.998623960547977,1.0000001192092896,0.9959981441497803
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080741,cka_branch,0.988151298628913,1.0,0.9654172658920288
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081000,cka_branch,0.9988559948073493,1.0000001192092896,0.9966174960136414
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081007,cka_branch,0.9991580645243326,1.0,0.9976689219474792
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081014,cka_branch,0.9989400042427911,1.0,0.9969761371612549
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081237,cka_branch,0.9993911981582642,1.0,0.9984074234962463
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081244,cka_branch,0.9951057566536797,1.0,0.9854781031608582
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081253,cka_branch,0.9994294775856866,1.0,0.9984155893325806
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081510,cka_branch,0.9984127614233229,1.0,0.995302140712738
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081524,cka_branch,0.9989985095130073,1.000000238418579,0.9970523715019226
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081533,cka_branch,0.9987712833616469,1.0,0.9963870048522949
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081752,cka_branch,0.9991748332977295,1.0,0.9976897239685059
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081805,cka_branch,0.9983543223804898,1.0,0.9951847195625305
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081814,cka_branch,0.9834276636441549,1.0,0.9539437890052795
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082035,cka_branch,0.9984982212384542,1.000000238418579,0.9957790374755859
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082048,cka_branch,0.9989838732613457,1.0,0.9970957040786743
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082057,cka_branch,0.999575654665629,1.000000238418579,0.9988090395927429
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_092516,cka_branch,0.9988107283910116,1.0,0.9965993165969849
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B4,sparse,20260507_092906,cka_branch,0.9886543788015842,1.0,0.9619379639625549
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B5,sparse,20260507_093625,cka_branch,0.9868813276290893,1.0,0.9634657502174377
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B6,sparse,20260507_094310,cka_branch,0.9797383712397681,1.0,0.940021812915802
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B7,sparse,20260507_095516,cka_branch,0.9890769111866854,1.0000001192092896,0.973177969455719
cka_branch,PROTEINS,MatrixResGated,GCNConv,0,B8,sparse,20260507_100244,cka_branch,0.9475171780213714,1.0000001192092896,0.8123868107795715
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B1,sparse,20260507_091839,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B2,sparse,20260507_092143,cka_branch,0.9998042583465576,1.0,0.9996083974838257
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260506_222231,cka_branch,0.99954002433353,1.0,0.9988911151885986
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260507_092610,cka_branch,0.999613364537557,1.0,0.9989434480667114
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B4,sparse,20260507_092943,cka_branch,0.9811030104756355,1.0,0.9346675872802734
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B5,sparse,20260507_093636,cka_branch,0.9905278873443604,1.0,0.9685595035552979
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B6,sparse,20260507_094557,cka_branch,0.9156856189171473,1.0000001192092896,0.7342597246170044
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B7,sparse,20260507_095442,cka_branch,0.9720603677691245,1.0000001192092896,0.9293645620346069
cka_branch,PROTEINS,MatrixResGated,GCNConv,1,B8,sparse,20260507_100451,cka_branch,0.9393632896244526,1.0,0.8364124894142151
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B1,sparse,20260507_091922,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B2,sparse,20260507_092158,cka_branch,0.9998616278171539,1.0,0.9997232556343079
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260506_222245,cka_branch,0.9978815317153931,1.0,0.9938247203826904
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260507_092611,cka_branch,0.998003257645501,1.0,0.9943176507949829
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B4,sparse,20260507_093053,cka_branch,0.9918013289570808,1.0,0.9728887677192688
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B5,sparse,20260507_093532,cka_branch,0.9917049384117127,1.000000238418579,0.9707919955253601
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B6,sparse,20260507_094601,cka_branch,0.9775340656439463,1.0000001192092896,0.9182108044624329
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B7,sparse,20260507_095434,cka_branch,0.9902988270837434,1.0,0.9744458198547363
cka_branch,PROTEINS,MatrixResGated,GCNConv,2,B8,sparse,20260507_100705,cka_branch,0.9278748463839293,1.0000001192092896,0.7652900218963623
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B1,sparse,20260507_092001,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B2,sparse,20260507_092323,cka_branch,0.999022051692009,1.0,0.998043954372406
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260506_222301,cka_branch,0.9989597135119967,1.0,0.996955931186676
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260507_092711,cka_branch,0.9985766410827637,1.0,0.9958193302154541
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B4,sparse,20260507_093152,cka_branch,0.9920990765094757,1.0,0.9740924835205078
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B5,sparse,20260507_094027,cka_branch,0.9705016255378723,1.0000001192092896,0.897106409072876
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B6,sparse,20260507_094828,cka_branch,0.9898823135428958,1.000000238418579,0.9725473523139954
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B7,sparse,20260507_100112,cka_branch,0.9882394756589618,1.0,0.9704833030700684
cka_branch,PROTEINS,MatrixResGated,GCNConv,3,B8,sparse,20260507_100847,cka_branch,0.9594169752672315,1.0,0.8744229674339294
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B1,sparse,20260507_091950,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B2,sparse,20260507_092250,cka_branch,0.9995521903038025,1.0,0.9991042613983154
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260506_222306,cka_branch,0.9991469317012363,1.0000001192092896,0.9975659251213074
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260507_092751,cka_branch,0.9991571307182312,1.0,0.9975985288619995
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B4,sparse,20260507_093147,cka_branch,0.993142731487751,1.0000001192092896,0.9769666194915771
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B5,sparse,20260507_093905,cka_branch,0.9965117120742798,1.0,0.9901832342147827
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B6,sparse,20260507_094911,cka_branch,0.9839338130421109,1.000000238418579,0.9535313248634338
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B7,sparse,20260507_095833,cka_branch,0.9315780084960315,1.0,0.8075018525123596
cka_branch,PROTEINS,MatrixResGated,GCNConv,4,B8,sparse,20260507_100813,cka_branch,0.9811507500708103,1.0,0.9358453154563904
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B1,identity,20260507_083105,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B2,identity,20260507_083422,cka_branch,0.9999321401119232,1.0,0.9998642802238464
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_220101,cka_branch,0.9994349612130059,1.0,0.9984960556030273
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_222106,cka_branch,0.9979829324616326,1.000000238418579,0.9940206408500671
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075923,cka_branch,0.9994932413101196,1.0,0.9985359907150269
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075924,cka_branch,0.9966281387541029,1.0,0.9899619221687317
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080102,cka_branch,0.9984782205687629,1.0,0.9954958558082581
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080247,cka_branch,0.997689876291487,1.0,0.9933374524116516
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080250,cka_branch,0.9996223317252265,1.0,0.9989182949066162
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080253,cka_branch,0.9961314664946662,1.0,0.9884921312332153
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080503,cka_branch,0.997977786593967,1.0,0.9939702153205872
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080515,cka_branch,0.9992485774887933,1.0,0.9978234767913818
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_083719,cka_branch,0.998780800236596,1.0000001192092896,0.9964503645896912
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B4,identity,20260507_084432,cka_branch,0.9940218888223171,1.0000001192092896,0.9813500642776489
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B5,identity,20260507_084950,cka_branch,0.9871530437469482,1.0,0.9594330191612244
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B6,identity,20260507_085951,cka_branch,0.938908115029335,1.0,0.8142417073249817
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B7,identity,20260507_090742,cka_branch,0.9887654027160333,1.0,0.959563672542572
cka_branch,PROTEINS,MatrixRes,GCNConv,0,B8,identity,20260507_091235,cka_branch,0.9413461005315185,1.0,0.7926780581474304
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B1,identity,20260507_083150,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B2,identity,20260507_083416,cka_branch,0.9998461008071899,1.0,0.9996922016143799
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_214212,cka_branch,0.9986383583810594,1.0,0.9962032437324524
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_222107,cka_branch,0.9995961321724786,1.000000238418579,0.9989179968833923
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260507_083942,cka_branch,0.9992310206095377,1.0000001192092896,0.9979430437088013
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B4,identity,20260507_084525,cka_branch,0.9674554914236069,1.0,0.8876433372497559
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B5,identity,20260507_085216,cka_branch,0.9880667424201965,1.0,0.9645148515701294
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B6,identity,20260507_090232,cka_branch,0.9568789336416457,1.0,0.8699429631233215
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B7,identity,20260507_090809,cka_branch,0.9861875212922389,1.000000238418579,0.9585889577865601
cka_branch,PROTEINS,MatrixRes,GCNConv,1,B8,identity,20260507_091459,cka_branch,0.8975727977231145,1.000000238418579,0.6725986003875732
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B1,identity,20260507_083232,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B2,identity,20260507_083404,cka_branch,0.9998923242092133,1.0,0.9997847676277161
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260506_222104,cka_branch,0.9995811316702101,1.0,0.9988895058631897
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260507_083830,cka_branch,0.9996439549658034,1.0,0.9991598725318909
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B4,identity,20260507_084348,cka_branch,0.9899798333644867,1.0,0.9651374220848083
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B5,identity,20260507_085115,cka_branch,0.9946530103683472,1.0000003576278687,0.9820808172225952
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B6,identity,20260507_090230,cka_branch,0.9469845758544074,1.0,0.8196185827255249
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B7,identity,20260507_090804,cka_branch,0.9910440505767355,1.0000001192092896,0.9687365293502808
cka_branch,PROTEINS,MatrixRes,GCNConv,2,B8,identity,20260507_091657,cka_branch,0.9773239232599735,1.0,0.9189030528068542
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B1,identity,20260507_083236,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B2,identity,20260507_083532,cka_branch,0.9993310421705246,1.0,0.9986621141433716
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260506_222145,cka_branch,0.9979757269223531,1.0,0.9939581155776978
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260507_083939,cka_branch,0.9981324606471591,1.0,0.9944283962249756
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B4,identity,20260507_084730,cka_branch,0.984128512442112,1.0000001192092896,0.9546589851379395
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B5,identity,20260507_085525,cka_branch,0.964970440864563,1.0,0.886899471282959
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B6,identity,20260507_090444,cka_branch,0.9783641629748874,1.0,0.9388794898986816
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B7,identity,20260507_091123,cka_branch,0.9821629998635273,1.0,0.9383133053779602
cka_branch,PROTEINS,MatrixRes,GCNConv,3,B8,identity,20260507_092043,cka_branch,0.910183641128242,1.0,0.6713764667510986
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B1,identity,20260507_083227,cka_branch,1.0,1.0,1.0
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B2,identity,20260507_083520,cka_branch,0.9997940361499786,1.0,0.9995880126953125
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260506_222142,cka_branch,0.9992076555887858,1.0,0.9976418614387512
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260507_084012,cka_branch,0.9992081589168973,1.0,0.9976431727409363
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B4,identity,20260507_084644,cka_branch,0.9958764798939228,1.0,0.9877285957336426
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B5,identity,20260507_085419,cka_branch,0.9893165135383606,1.0,0.963215172290802
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B6,identity,20260507_090504,cka_branch,0.996076418293847,1.0,0.9884014129638672
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B7,identity,20260507_091019,cka_branch,0.9806252657150736,1.0,0.9451501965522766
cka_branch,PROTEINS,MatrixRes,GCNConv,4,B8,identity,20260507_091919,cka_branch,0.9748087143525481,1.0000001192092896,0.9230591058731079
cka_branch,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_220056,cka_branch,0.9728175666597154,1.0,0.9454723596572876
cka_branch,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_221748,cka_branch,0.9452294641070895,1.0,0.8791134357452393
cka_branch,PROTEINS,Plain,GCNConv,1,B3,identity,20260506_221803,cka_branch,0.9468581279118856,1.000000238418579,0.8677257895469666
cka_branch,PROTEINS,Plain,GCNConv,2,B3,identity,20260506_221755,cka_branch,0.7410039107004801,1.000000238418579,0.3741459846496582
cka_branch,PROTEINS,Plain,GCNConv,3,B3,identity,20260506_221806,cka_branch,0.9224983851114908,1.0,0.8233789205551147
cka_branch,PROTEINS,Plain,GCNConv,4,B3,identity,20260506_221810,cka_branch,0.8899899654918246,1.0,0.7197922468185425
cka_branch,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_220057,cka_branch,0.9039857188860575,1.0,0.7799686789512634
cka_branch,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_221829,cka_branch,0.8301739030414157,1.0,0.6326135396957397
cka_branch,PROTEINS,VerticalRes,GCNConv,1,B3,identity,20260506_221850,cka_branch,0.6998071405622694,1.0000001192092896,0.2886826694011688
cka_branch,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_220018,cka_branch,0.9888143406973945,1.0,0.9788627028465271
cka_branch,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_221844,cka_branch,0.9365173313352797,1.0,0.8452916741371155
cka_branch,PROTEINS,VerticalRes,GCNConv,3,B3,identity,20260506_221851,cka_branch,0.8616932762993706,1.0,0.6672739386558533
cka_branch,PROTEINS,VerticalRes,GCNConv,4,B3,identity,20260506_221901,cka_branch,0.9348196850882636,1.0,0.8381558060646057
