artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,matrix_name,mean_cka_depth,max_cka_depth,min_cka_depth
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080732,cka_depth,0.9400350637733936,1.0000003576278687,0.7953999042510986
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080735,cka_depth,0.9552727043628693,1.0,0.8514083027839661
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080741,cka_depth,0.8689087480306625,1.0,0.5696420073509216
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081000,cka_depth,0.9439566358923912,1.0000001192092896,0.8077331781387329
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081007,cka_depth,0.9415039978921413,1.0,0.8018173575401306
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081014,cka_depth,0.9095677584409714,1.0,0.6967107057571411
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081237,cka_depth,0.8295852839946747,1.0000001192092896,0.45914408564567566
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081244,cka_depth,0.9482095688581467,1.0,0.8313769102096558
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081253,cka_depth,0.9469335712492466,1.0,0.8206199407577515
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081510,cka_depth,0.9603037908673286,1.0,0.866538941860199
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081524,cka_depth,0.9548689760267735,1.000000238418579,0.8482632040977478
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081533,cka_depth,0.9467743076384068,1.0000003576278687,0.8237928152084351
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081752,cka_depth,0.938318245112896,1.0,0.7912688255310059
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081805,cka_depth,0.9268495477735996,1.0000001192092896,0.7670961618423462
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081814,cka_depth,0.7790602259337902,1.0,0.3443812429904938
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082035,cka_depth,0.916854739189148,1.0,0.7244340777397156
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082048,cka_depth,0.9408627040684223,1.000000238418579,0.7988910675048828
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082057,cka_depth,0.9595545567572117,1.000000238418579,0.8666060566902161
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_092516,cka_depth,0.9378414042294025,1.000000238418579,0.7884724736213684
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B4,sparse,20260507_092906,cka_depth,0.9760205671191216,1.0,0.9264432787895203
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B5,sparse,20260507_093625,cka_depth,0.9335409291088581,1.0,0.7819849252700806
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B6,sparse,20260507_094310,cka_depth,0.9215469174087048,1.000000238418579,0.7420298457145691
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B7,sparse,20260507_095516,cka_depth,0.9377460442483425,1.000000238418579,0.7863327264785767
cka_depth,PROTEINS,MatrixResGated,GCNConv,0,B8,sparse,20260507_100244,cka_depth,0.9342957437038422,1.000000238418579,0.7788353562355042
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B1,sparse,20260507_091839,cka_depth,0.7573945932090282,1.0,0.2623850107192993
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B2,sparse,20260507_092143,cka_depth,0.9110169634222984,1.0,0.6990900039672852
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260506_222231,cka_depth,0.9415084905922413,1.0,0.8185036182403564
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260507_092610,cka_depth,0.9382758066058159,1.0,0.8003572225570679
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B4,sparse,20260507_092943,cka_depth,0.9663157574832439,1.0000001192092896,0.8947958946228027
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B5,sparse,20260507_093636,cka_depth,0.9342520572245121,1.0000001192092896,0.8106062412261963
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B6,sparse,20260507_094557,cka_depth,0.8964692652225494,1.000000238418579,0.6565092206001282
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B7,sparse,20260507_095442,cka_depth,0.9218063987791538,1.0,0.7430713176727295
cka_depth,PROTEINS,MatrixResGated,GCNConv,1,B8,sparse,20260507_100451,cka_depth,0.9235001280903816,1.0,0.7496129274368286
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B1,sparse,20260507_091922,cka_depth,0.8224900588393211,1.0,0.43585747480392456
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B2,sparse,20260507_092158,cka_depth,0.9423994645476341,1.0,0.8167414665222168
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260506_222245,cka_depth,0.9263177216053009,1.000000238418579,0.7532162666320801
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260507_092611,cka_depth,0.9242158718407154,1.000000238418579,0.748078465461731
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B4,sparse,20260507_093053,cka_depth,0.965400468558073,1.0,0.8899838924407959
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B5,sparse,20260507_093532,cka_depth,0.9345963187515736,1.0,0.7854613661766052
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B6,sparse,20260507_094601,cka_depth,0.9329380467534065,1.0,0.7853135466575623
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B7,sparse,20260507_095434,cka_depth,0.9118657819926739,1.0,0.7043752670288086
cka_depth,PROTEINS,MatrixResGated,GCNConv,2,B8,sparse,20260507_100705,cka_depth,0.9452120698988438,1.0,0.8072128891944885
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B1,sparse,20260507_092001,cka_depth,0.8816557638347149,1.0000001192092896,0.6018466353416443
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B2,sparse,20260507_092323,cka_depth,0.9180805832147598,1.0,0.7320001125335693
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260506_222301,cka_depth,0.9540676064789295,1.0,0.8521036505699158
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260507_092711,cka_depth,0.9563975781202316,1.0,0.8601701259613037
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B4,sparse,20260507_093152,cka_depth,0.9538379982113838,1.0,0.8703834414482117
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B5,sparse,20260507_094027,cka_depth,0.94464161247015,1.0,0.8330062031745911
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B6,sparse,20260507_094828,cka_depth,0.8820381052792072,1.0000001192092896,0.6213664412498474
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B7,sparse,20260507_100112,cka_depth,0.8950412087142467,1.0,0.6403452754020691
cka_depth,PROTEINS,MatrixResGated,GCNConv,3,B8,sparse,20260507_100847,cka_depth,0.9376876093447208,1.000000238418579,0.7823167443275452
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B1,sparse,20260507_091950,cka_depth,0.8062085770070553,1.0,0.3767023980617523
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B2,sparse,20260507_092250,cka_depth,0.9628549963235855,1.000000238418579,0.8885600566864014
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260506_222306,cka_depth,0.955263078212738,1.0,0.8511176705360413
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260507_092751,cka_depth,0.9556340575218201,1.0,0.8523421883583069
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B4,sparse,20260507_093147,cka_depth,0.9718806222081184,1.0,0.902579665184021
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B5,sparse,20260507_093905,cka_depth,0.9247831404209137,1.0,0.7692480683326721
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B6,sparse,20260507_094911,cka_depth,0.9405747875571251,1.0000001192092896,0.7984923720359802
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B7,sparse,20260507_095833,cka_depth,0.9140438288450241,1.000000238418579,0.7147078514099121
cka_depth,PROTEINS,MatrixResGated,GCNConv,4,B8,sparse,20260507_100813,cka_depth,0.9635204523801804,1.0000001192092896,0.8725700974464417
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B1,identity,20260507_083105,cka_depth,0.8000801466405392,1.0,0.38311678171157837
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B2,identity,20260507_083422,cka_depth,0.9348918497562408,1.0,0.7792156338691711
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_220101,cka_depth,0.9719594791531563,1.0000001192092896,0.904883086681366
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_222106,cka_depth,0.9457931183278561,1.0,0.8287006616592407
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075923,cka_depth,0.958215706050396,1.0,0.8549230694770813
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075924,cka_depth,0.9572675377130508,1.0,0.861750602722168
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080102,cka_depth,0.9511547274887562,1.0,0.8446147441864014
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080247,cka_depth,0.9375152811408043,1.0,0.8050877451896667
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080250,cka_depth,0.9315170459449291,1.0,0.7689662575721741
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080253,cka_depth,0.8799759596586227,1.0,0.5967655777931213
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080503,cka_depth,0.953084047883749,1.0,0.8470110297203064
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080515,cka_depth,0.9667743854224682,1.0,0.8854368329048157
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_083719,cka_depth,0.9498979598283768,1.0,0.8366419076919556
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B4,identity,20260507_084432,cka_depth,0.963545024394989,1.0000001192092896,0.8754225969314575
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B5,identity,20260507_084950,cka_depth,0.9536773636937141,1.0000001192092896,0.8409432172775269
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B6,identity,20260507_085951,cka_depth,0.9159492515027523,1.0,0.7167332172393799
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B7,identity,20260507_090742,cka_depth,0.932280644774437,1.0,0.7653993368148804
cka_depth,PROTEINS,MatrixRes,GCNConv,0,B8,identity,20260507_091235,cka_depth,0.9460573308169842,1.0,0.8115249276161194
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B1,identity,20260507_083150,cka_depth,0.7754929643124342,1.0,0.32613036036491394
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B2,identity,20260507_083416,cka_depth,0.910035353153944,1.0,0.7079205513000488
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_214212,cka_depth,0.9904735237360001,1.0,0.980946958065033
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_222107,cka_depth,0.9354175813496113,1.000000238418579,0.7899123430252075
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260507_083942,cka_depth,0.9280034191906452,1.0,0.7700107097625732
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B4,identity,20260507_084525,cka_depth,0.9635934829711914,1.0,0.8886086344718933
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B5,identity,20260507_085216,cka_depth,0.9559686221182346,1.0,0.8585238456726074
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B6,identity,20260507_090232,cka_depth,0.8884794600307941,1.0,0.649049699306488
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B7,identity,20260507_090809,cka_depth,0.9273438937962055,1.0000001192092896,0.7468622922897339
cka_depth,PROTEINS,MatrixRes,GCNConv,1,B8,identity,20260507_091459,cka_depth,0.9181885495781898,1.000000238418579,0.7136650681495667
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B1,identity,20260507_083232,cka_depth,0.8192303478717804,1.0,0.43035876750946045
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B2,identity,20260507_083404,cka_depth,0.9292164742946625,1.0,0.7652871012687683
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260506_222104,cka_depth,0.9318078495562077,1.0,0.7801917195320129
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260507_083830,cka_depth,0.9391763396561146,1.0000001192092896,0.8098329305648804
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B4,identity,20260507_084348,cka_depth,0.9542023986577988,1.0,0.8367674946784973
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B5,identity,20260507_085115,cka_depth,0.9367361329495907,1.0000003576278687,0.7854081392288208
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B6,identity,20260507_090230,cka_depth,0.9168714992702007,1.0000001192092896,0.7211341857910156
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B7,identity,20260507_090804,cka_depth,0.9230677112936974,1.0,0.7290598750114441
cka_depth,PROTEINS,MatrixRes,GCNConv,2,B8,identity,20260507_091657,cka_depth,0.9468256384134293,1.0,0.8161017894744873
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B1,identity,20260507_083236,cka_depth,0.8427269198000431,1.0,0.4912300407886505
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B2,identity,20260507_083532,cka_depth,0.9083283618092537,1.0,0.6891568899154663
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260506_222145,cka_depth,0.9462913423776627,1.000000238418579,0.8280702829360962
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260507_083939,cka_depth,0.9489124193787575,1.0,0.8380950093269348
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B4,identity,20260507_084730,cka_depth,0.9640899114310741,1.0,0.8831698298454285
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B5,identity,20260507_085525,cka_depth,0.9353596046566963,1.0000001192092896,0.8002699613571167
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B6,identity,20260507_090444,cka_depth,0.8742934912443161,1.0,0.574228048324585
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B7,identity,20260507_091123,cka_depth,0.8871405459940434,1.0,0.6097713708877563
cka_depth,PROTEINS,MatrixRes,GCNConv,3,B8,identity,20260507_092043,cka_depth,0.9162602946162224,1.000000238418579,0.7100679874420166
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B1,identity,20260507_083227,cka_depth,0.9059367217123508,1.0,0.7031761407852173
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B2,identity,20260507_083520,cka_depth,0.9860666990280151,1.000000238418579,0.9513633251190186
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260506_222142,cka_depth,0.9786855727434158,1.0,0.9289435744285583
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260507_084012,cka_depth,0.978682205080986,1.000000238418579,0.9289312362670898
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B4,identity,20260507_084644,cka_depth,0.963452335447073,1.0,0.8755086064338684
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B5,identity,20260507_085419,cka_depth,0.9356039576232433,1.000000238418579,0.7909908294677734
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B6,identity,20260507_090504,cka_depth,0.9396588318049908,1.0,0.7973818778991699
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B7,identity,20260507_091019,cka_depth,0.9382287375628948,1.0,0.7816030383110046
cka_depth,PROTEINS,MatrixRes,GCNConv,4,B8,identity,20260507_091919,cka_depth,0.9534028396010399,1.0,0.8349730968475342
cka_depth,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_220056,cka_depth,0.9833951443433762,1.0,0.9489901065826416
cka_depth,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_221748,cka_depth,0.791826881468296,1.0,0.359697163105011
cka_depth,PROTEINS,Plain,GCNConv,1,B3,identity,20260506_221803,cka_depth,0.7470914721488953,1.0,0.27435803413391113
cka_depth,PROTEINS,Plain,GCNConv,2,B3,identity,20260506_221755,cka_depth,0.8988998271524906,1.000000238418579,0.7073081135749817
cka_depth,PROTEINS,Plain,GCNConv,3,B3,identity,20260506_221806,cka_depth,0.8252115957438946,1.0,0.49219170212745667
cka_depth,PROTEINS,Plain,GCNConv,4,B3,identity,20260506_221810,cka_depth,0.7901478819549084,1.0,0.34440621733665466
cka_depth,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_220057,cka_depth,0.962103970348835,1.0,0.879103422164917
cka_depth,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_221829,cka_depth,0.7711558230221272,1.000000238418579,0.2937808632850647
cka_depth,PROTEINS,VerticalRes,GCNConv,1,B3,identity,20260506_221850,cka_depth,0.9094380289316177,1.000000238418579,0.7074372172355652
cka_depth,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_220018,cka_depth,0.9973406046628952,1.0,0.9946811199188232
cka_depth,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_221844,cka_depth,0.8941403813660145,1.0,0.6648602485656738
cka_depth,PROTEINS,VerticalRes,GCNConv,3,B3,identity,20260506_221851,cka_depth,0.9039241001009941,1.0,0.6740634441375732
cka_depth,PROTEINS,VerticalRes,GCNConv,4,B3,identity,20260506_221901,cka_depth,0.8215010091662407,1.0,0.461639940738678
