artifact,dataset,model,operator,fold,branches,residual_mode,timestamp,grad_rows,mean_grad_norm,grad_max,grad_min
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080732,27,0.04922489542514086,0.21086688339710236,0.001609543338418007
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080735,27,0.02612016383230824,0.09375712275505066,0.001640019821934402
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_080741,27,0.033170557132473695,0.11337830126285553,0.0029276791028678417
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081000,27,0.04027361163214125,0.15646493434906006,0.003449511481449008
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081007,27,0.03767215059552756,0.15935535728931427,0.0019181384705007076
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081014,27,0.03600334895222827,0.13420718908309937,0.004312362987548113
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081237,27,0.020159530108449637,0.0762823149561882,0.002002568682655692
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081244,27,0.03991165833064803,0.14391669631004333,0.0008583562448620796
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081253,27,0.03648775243803997,0.1492631584405899,0.0012469239300116897
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081510,27,0.031198583802001342,0.1024957224726677,0.0034458469599485397
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081524,27,0.05116285135348638,0.32652047276496887,0.00625909399241209
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081533,27,0.04518018795729235,0.2108287662267685,0.0022775009274482727
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081752,27,0.049136702790511425,0.21283474564552307,0.002288690535351634
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081805,27,0.06012806981043131,0.20602238178253174,0.002248201984912157
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_081814,27,0.02674173406773695,0.08617506921291351,0.005906499922275543
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082035,27,0.04230120574572572,0.11914394050836563,0.007517455145716667
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082048,27,0.05035406293312984,0.21767443418502808,0.0025013654958456755
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_082057,27,0.059752104245557415,0.27305105328559875,0.00024966924684122205
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B3,sparse,20260507_092516,27,0.04286810952126635,0.18075671792030334,0.0007443283102475107
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B4,sparse,20260507_092906,35,0.029029942762904933,0.12767380475997925,0.0024391121696680784
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B5,sparse,20260507_093625,43,0.035589198403190386,0.18197056651115417,0.0019213876221328974
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B6,sparse,20260507_094310,51,0.0354943816029631,0.21222691237926483,0.0020988425239920616
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B7,sparse,20260507_095516,59,0.02689327606220998,0.1779700070619583,0.0007534414762631059
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,0,B8,sparse,20260507_100244,67,0.024655819696777347,0.2186330109834671,0.0015385074075311422
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B1,sparse,20260507_091839,11,0.02874947686425664,0.07825776189565659,0.004104273393750191
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B2,sparse,20260507_092143,19,0.03740833510987853,0.10362273454666138,0.0067320517264306545
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260506_222231,27,0.03193093061930052,0.12951670587062836,0.0029648453928530216
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B3,sparse,20260507_092610,27,0.03026700040047419,0.1272343546152115,0.00017031804600264877
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B4,sparse,20260507_092943,35,0.024007187384579864,0.12049905955791473,0.002909356029704213
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B5,sparse,20260507_093636,43,0.018610004852742477,0.12431725859642029,0.00124370155390352
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B6,sparse,20260507_094557,51,0.019431667016618245,0.13209016621112823,0.0010750633664429188
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B7,sparse,20260507_095442,59,0.015195969872026689,0.1422845721244812,0.0009360337280668318
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,1,B8,sparse,20260507_100451,67,0.013072763764257752,0.1179378405213356,0.0009033085079863667
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B1,sparse,20260507_091922,11,0.020479374840347606,0.04181908443570137,0.0007279536221176386
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B2,sparse,20260507_092158,19,0.03592166177144176,0.09140299260616302,0.008392884396016598
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260506_222245,27,0.038596217417054705,0.1408187597990036,0.004230621736496687
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B3,sparse,20260507_092611,27,0.03706033896930792,0.13109035789966583,0.003951952327042818
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B4,sparse,20260507_093053,35,0.02506185030963804,0.12210255116224289,0.0026505945716053247
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B5,sparse,20260507_093532,43,0.027695878652509217,0.15796302258968353,0.0023170295171439648
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B6,sparse,20260507_094601,51,0.022524853259799818,0.13318315148353577,0.002138488693162799
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B7,sparse,20260507_095434,59,0.01471351252047945,0.10623691976070404,0.0012193898437544703
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,2,B8,sparse,20260507_100705,67,0.009176595232088063,0.08220205456018448,0.0010155403288081288
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B1,sparse,20260507_092001,11,0.05350954860279506,0.1493304818868637,0.00480297626927495
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B2,sparse,20260507_092323,19,0.05230669701766027,0.13215646147727966,0.003261815756559372
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260506_222301,27,0.0339928413051422,0.1517200469970703,0.0038874209858477116
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B3,sparse,20260507_092711,27,0.03325425296228517,0.14690232276916504,0.0038196018431335688
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B4,sparse,20260507_093152,35,0.058084642448063405,0.30302441120147705,0.005074667278677225
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B5,sparse,20260507_094027,43,0.028891561260490223,0.13850809633731842,0.0022978659253567457
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B6,sparse,20260507_094828,51,0.06144857820233002,0.4399954378604889,0.004529052414000034
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B7,sparse,20260507_100112,59,0.030175014967256684,0.23726895451545715,0.002265679882839322
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,3,B8,sparse,20260507_100847,67,0.024767844830014145,0.18630893528461456,0.0015668573323637247
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B1,sparse,20260507_091950,11,0.021412019490857016,0.04999573156237602,0.0019958047196269035
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B2,sparse,20260507_092250,19,0.051081403486406135,0.19708041846752167,0.00028496579034253955
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260506_222306,27,0.014185551834223722,0.08637869358062744,0.00133383774664253
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B3,sparse,20260507_092751,27,0.014444463118841802,0.08870799094438553,0.0013451570412144065
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B4,sparse,20260507_093147,35,0.028863246299858605,0.21006366610527039,0.002872798126190901
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B5,sparse,20260507_093905,43,0.007577884712169857,0.0524204783141613,0.0006871033110655844
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B6,sparse,20260507_094911,51,0.022547191867203106,0.233114555478096,0.001231582136824727
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B7,sparse,20260507_095833,59,0.016179180363690385,0.14609667658805847,0.0006738489610143006
gradient_by_layer,PROTEINS,MatrixResGated,GCNConv,4,B8,sparse,20260507_100813,67,0.034694426804224944,0.6379221081733704,0.002511987928301096
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B1,identity,20260507_083105,11,0.08974932396615093,0.2609966993331909,0.009221459738910198
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B2,identity,20260507_083422,19,0.048505774503083604,0.1395605206489563,0.0047916751354932785
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_220101,27,0.35857626561213424,4.430778503417969,0.011333819478750229
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260506_222106,27,0.032099539327814626,0.1529303789138794,0.0020089861936867237
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075923,27,0.04862759367743921,0.2300868183374405,0.0006572958664037287
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_075924,27,0.0493261786867623,0.35496851801872253,0.005301952827721834
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080102,27,0.03887923312787381,0.21367615461349487,0.001405607908964157
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080247,27,0.027352065930177492,0.11109346896409988,0.0012915389379486442
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080250,27,0.028708814367375993,0.13350647687911987,0.0019953707233071327
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080253,27,0.02218171672171189,0.10165270417928696,0.0016976904589682817
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080503,27,0.03440494164910719,0.17674970626831055,0.0016937132459133863
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_080515,27,0.04517107949100642,0.19718338549137115,0.00039834569906815886
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B3,identity,20260507_083719,27,0.02914420723984087,0.13575544953346252,0.0020000236108899117
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B4,identity,20260507_084432,35,0.03375454189788018,0.1786007434129715,0.002582494867965579
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B5,identity,20260507_084950,43,0.032227218040091876,0.27781394124031067,0.001683016074821353
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B6,identity,20260507_085951,51,0.02247576373880364,0.16936762630939484,0.0006597641622647643
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B7,identity,20260507_090742,59,0.01888059997946908,0.2004939764738083,0.0006110920803621411
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,0,B8,identity,20260507_091235,67,0.02479397118658022,0.2598802447319031,0.0009617794421501458
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B1,identity,20260507_083150,11,0.02805380489338528,0.06966332346200943,0.0007822532206773758
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B2,identity,20260507_083416,19,0.03568975857802128,0.12463170289993286,0.005013084039092064
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_214212,15,0.021169909182935952,0.11394167691469193,0.0026376997120678425
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260506_222107,27,0.024176864039704756,0.15100346505641937,0.0013799784937873483
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B3,identity,20260507_083942,27,0.02306740295090195,0.14285330474376678,0.0012333180056884885
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B4,identity,20260507_084525,35,0.025602731677437467,0.16131426393985748,0.001913597690872848
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B5,identity,20260507_085216,43,0.02268162359710956,0.2527160942554474,0.0016792474780231714
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B6,identity,20260507_090232,51,0.016375608831260574,0.19170629978179932,0.0008395998738706112
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B7,identity,20260507_090809,59,0.007433769261065902,0.07470933347940445,0.0003231726586818695
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,1,B8,identity,20260507_091459,67,0.010965542850404311,0.15344202518463135,0.0005858225049450994
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B1,identity,20260507_083232,11,0.022311142354737967,0.0644170269370079,0.000836265564430505
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B2,identity,20260507_083404,19,0.03921387018635869,0.16875112056732178,0.0053116981871426105
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260506_222104,27,0.04969372752088087,0.27307024598121643,0.0035703349858522415
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B3,identity,20260507_083830,27,0.009664123545883706,0.03075091913342476,0.00114431360270828
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B4,identity,20260507_084348,35,0.024231523504879858,0.14606398344039917,0.0018793776398524642
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B5,identity,20260507_085115,43,0.020120979072850976,0.16337566077709198,0.000998912611976266
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B6,identity,20260507_090230,51,0.013835432072964442,0.11395730823278427,0.0008208698709495366
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B7,identity,20260507_090804,59,0.011104483001518175,0.11289918422698975,0.0003886151243932545
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,2,B8,identity,20260507_091657,67,0.014933985049850237,0.1934664398431778,0.001083464827388525
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B1,identity,20260507_083236,11,0.033597965936430475,0.0828605443239212,0.006556564010679722
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B2,identity,20260507_083532,19,0.079157586760917,0.2331627607345581,0.0015795172657817602
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260506_222145,27,0.03680367680714914,0.1920541375875473,0.002060713479295373
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B3,identity,20260507_083939,27,0.03657440647172431,0.1977023035287857,0.002210897859185934
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B4,identity,20260507_084730,35,0.031974230696713284,0.18546795845031738,0.0019111275905743241
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B5,identity,20260507_085525,43,0.023176002397396884,0.13723035156726837,0.0014489325694739819
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B6,identity,20260507_090444,51,0.029425570442268224,0.33166900277137756,0.00118446780834347
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B7,identity,20260507_091123,59,0.026374017638233254,0.2590203881263733,0.001031058724038303
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,3,B8,identity,20260507_092043,67,0.02059228958582867,0.19572757184505463,0.0008475338108837605
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B1,identity,20260507_083227,11,0.06043949147517031,0.13944357633590698,0.009255748242139816
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B2,identity,20260507_083520,19,0.026116895183038554,0.11983036994934082,0.0005501926643773913
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260506_222142,27,0.04868675173363752,0.44471144676208496,0.003160371445119381
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B3,identity,20260507_084012,27,0.048687236495660965,0.4447518289089203,0.003158415202051401
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B4,identity,20260507_084644,35,0.02095755740135376,0.2575296461582184,0.0017310198163613677
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B5,identity,20260507_085419,43,0.008733753560295026,0.0989932045340538,0.0005865785642527044
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B6,identity,20260507_090504,51,0.008930567752423823,0.09112989157438278,0.0006294834893196821
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B7,identity,20260507_091019,59,0.011569112043539694,0.1335998922586441,0.0004113647446502
gradient_by_layer,PROTEINS,MatrixRes,GCNConv,4,B8,identity,20260507_091919,67,0.01114329712816389,0.154993936419487,0.0005117305554449558
gradient_by_layer,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_220056,26,0.004925751082527523,0.028234876692295074,0.0019050964619964361
gradient_by_layer,PROTEINS,Plain,GCNConv,0,B3,identity,20260506_221748,26,0.031792237960661836,0.1021808385848999,0.004001530818641186
gradient_by_layer,PROTEINS,Plain,GCNConv,1,B3,identity,20260506_221803,26,0.010391338656728085,0.023330284282565117,0.0041044182144105434
gradient_by_layer,PROTEINS,Plain,GCNConv,2,B3,identity,20260506_221755,26,0.008785622185454346,0.016972947865724564,0.002726157894358039
gradient_by_layer,PROTEINS,Plain,GCNConv,3,B3,identity,20260506_221806,26,0.026832451936430655,0.07231620699167252,0.00872240960597992
gradient_by_layer,PROTEINS,Plain,GCNConv,4,B3,identity,20260506_221810,26,0.007425399389691078,0.022841984406113625,0.0034503554925322533
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_220057,27,0.004824476094519788,0.030388616025447845,0.0009184158989228308
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,0,B3,identity,20260506_221829,27,0.027384241275420343,0.08660249412059784,0.0009793268982321024
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,1,B3,identity,20260506_221850,27,0.012854214516226892,0.03379907086491585,0.00279178936034441
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_220018,15,0.023157440001765887,0.09820197522640228,0.002445036545395851
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,2,B3,identity,20260506_221844,27,0.009428204494287018,0.025546612218022346,0.0021337722428143024
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,3,B3,identity,20260506_221851,27,0.02944813784280861,0.10493522882461548,0.003973802085965872
gradient_by_layer,PROTEINS,VerticalRes,GCNConv,4,B3,identity,20260506_221901,27,0.012472917541378626,0.046988725662231445,0.0012808868195861578
